code,name,date,area_ha
10626,Baixo São Francisco,11/2007,29888.98255881544
10627,Submédio São Francisco,11/2007,151030.1130293542
10628,Médio São Francisco,11/2007,405741.7018379772
10629,Alto São Francisco,11/2007,128117.94983937392
10626,Baixo São Francisco,12/2007,29261.65395254783
10627,Submédio São Francisco,12/2007,144583.94907596195
10628,Médio São Francisco,12/2007,385284.01800895
10629,Alto São Francisco,12/2007,128822.17085557264
10626,Baixo São Francisco,1/2008,28794.99363814533
10627,Submédio São Francisco,1/2008,146763.77139594944
10628,Médio São Francisco,1/2008,397630.7162425837
10629,Alto São Francisco,1/2008,140333.43576724708
10626,Baixo São Francisco,2/2008,29592.41281479364
10627,Submédio São Francisco,2/2008,153487.47406724357
10628,Médio São Francisco,2/2008,402504.43324666657
10629,Alto São Francisco,2/2008,140590.99655131955
10626,Baixo São Francisco,3/2008,29837.90813820936
10627,Submédio São Francisco,3/2008,152986.95922380933
10628,Médio São Francisco,3/2008,403438.5412570322
10629,Alto São Francisco,3/2008,144912.82748509475
10626,Baixo São Francisco,4/2008,27731.528776805422
10627,Submédio São Francisco,4/2008,158065.01275690112
10628,Médio São Francisco,4/2008,420721.9434292589
10629,Alto São Francisco,4/2008,145018.49178561702
10626,Baixo São Francisco,5/2008,30818.450325664424
10627,Submédio São Francisco,5/2008,163033.59665656686
10628,Médio São Francisco,5/2008,419436.5352569248
10629,Alto São Francisco,5/2008,143391.19910099971
10626,Baixo São Francisco,6/2008,28840.099178156284
10627,Submédio São Francisco,6/2008,161125.1908186448
10628,Médio São Francisco,6/2008,415965.7109437838
10629,Alto São Francisco,6/2008,144396.336747361
10626,Baixo São Francisco,7/2008,29744.48961152622
10627,Submédio São Francisco,7/2008,160899.66601511065
10628,Médio São Francisco,7/2008,411035.2939246408
10629,Alto São Francisco,7/2008,141649.66461321036
10626,Baixo São Francisco,8/2008,30958.21517298768
10627,Submédio São Francisco,8/2008,162556.25263151832
10628,Médio São Francisco,8/2008,402343.2387684773
10629,Alto São Francisco,8/2008,139576.11564797407
10626,Baixo São Francisco,9/2008,30731.635592169423
10627,Submédio São Francisco,9/2008,160676.66732367128
10628,Médio São Francisco,9/2008,392732.7661699636
10629,Alto São Francisco,9/2008,139181.73016392373
10626,Baixo São Francisco,10/2008,30095.141344657088
10627,Submédio São Francisco,10/2008,160437.84092516423
10628,Médio São Francisco,10/2008,389713.3844875554
10629,Alto São Francisco,10/2008,133237.3364171215
10626,Baixo São Francisco,11/2008,30628.330810127296
10627,Submédio São Francisco,11/2008,155550.63194863492
10628,Médio São Francisco,11/2008,381720.1357286908
10629,Alto São Francisco,11/2008,126359.81715542436
10626,Baixo São Francisco,12/2008,30515.729733846754
10627,Submédio São Francisco,12/2008,150726.71668140276
10628,Médio São Francisco,12/2008,377872.16322513367
10629,Alto São Francisco,12/2008,128577.21441479234
10626,Baixo São Francisco,1/2009,29860.11421279344
10627,Submédio São Francisco,1/2009,148879.0762892149
10628,Médio São Francisco,1/2009,445282.19381165
10629,Alto São Francisco,1/2009,143500.64153660004
10626,Baixo São Francisco,2/2009,31039.575832273746
10627,Submédio São Francisco,2/2009,152224.02309906622
10628,Médio São Francisco,2/2009,457940.8227814232
10629,Alto São Francisco,2/2009,146459.63990345466
10626,Baixo São Francisco,3/2009,29579.37325874076
10627,Submédio São Francisco,3/2009,151354.1732390997
10628,Médio São Francisco,3/2009,461170.5658146341
10629,Alto São Francisco,3/2009,147854.67266751814
10626,Baixo São Francisco,4/2009,27731.717430172543
10627,Submédio São Francisco,4/2009,155056.3678999065
10628,Médio São Francisco,4/2009,476551.9167250498
10629,Alto São Francisco,4/2009,143865.38433300392
10626,Baixo São Francisco,5/2009,30541.679255144587
10627,Submédio São Francisco,5/2009,152384.09254092886
10628,Médio São Francisco,5/2009,466885.6052098464
10629,Alto São Francisco,5/2009,143393.35308676065
10626,Baixo São Francisco,6/2009,28570.200147522304
10627,Submédio São Francisco,6/2009,153615.36896147847
10628,Médio São Francisco,6/2009,459486.2957250373
10629,Alto São Francisco,6/2009,143777.46334771058
10626,Baixo São Francisco,7/2009,30544.03557527792
10627,Submédio São Francisco,7/2009,154570.42419559465
10628,Médio São Francisco,7/2009,450886.6694219596
10629,Alto São Francisco,7/2009,140590.2969226438
10626,Baixo São Francisco,8/2009,30157.008337919
10627,Submédio São Francisco,8/2009,157951.42663847803
10628,Médio São Francisco,8/2009,445489.62997799326
10629,Alto São Francisco,8/2009,136838.1616324195
10626,Baixo São Francisco,9/2009,30307.49972378353
10627,Submédio São Francisco,9/2009,155676.57110840135
10628,Médio São Francisco,9/2009,436448.20243928087
10629,Alto São Francisco,9/2009,135309.64713879026
10626,Baixo São Francisco,10/2009,30484.602891074224
10627,Submédio São Francisco,10/2009,155018.89884977872
10628,Médio São Francisco,10/2009,430123.7785885223
10629,Alto São Francisco,10/2009,132344.59412712054
10626,Baixo São Francisco,11/2009,31083.445832155183
10627,Submédio São Francisco,11/2009,153442.32288901476
10628,Médio São Francisco,11/2009,415841.3304569991
10629,Alto São Francisco,11/2009,126582.26277912362
10626,Baixo São Francisco,12/2009,28151.278753738618
10627,Submédio São Francisco,12/2009,144496.65843073296
10628,Médio São Francisco,12/2009,390459.12101455865
10629,Alto São Francisco,12/2009,128993.49085161826
10626,Baixo São Francisco,1/2010,27857.251316315705
10627,Submédio São Francisco,1/2010,143216.8138846891
10628,Médio São Francisco,1/2010,439784.6067841752
10629,Alto São Francisco,1/2010,131901.389425223
10626,Baixo São Francisco,2/2010,28466.31269259448
10627,Submédio São Francisco,2/2010,144466.49911442067
10628,Médio São Francisco,2/2010,443616.8424360416
10629,Alto São Francisco,2/2010,132775.00430071994
10626,Baixo São Francisco,3/2010,28106.96838198723
10627,Submédio São Francisco,3/2010,145525.7311977402
10628,Médio São Francisco,3/2010,441761.2472931321
10629,Alto São Francisco,3/2010,135552.9560689566
10626,Baixo São Francisco,4/2010,26634.314381214343
10627,Submédio São Francisco,4/2010,148981.34253696774
10628,Médio São Francisco,4/2010,443426.3419904305
10629,Alto São Francisco,4/2010,133858.7502290785
10626,Baixo São Francisco,5/2010,29186.221645822297
10627,Submédio São Francisco,5/2010,150908.37560245613
10628,Médio São Francisco,5/2010,437506.1379173592
10629,Alto São Francisco,5/2010,130835.08877494342
10626,Baixo São Francisco,6/2010,27223.83427552604
10627,Submédio São Francisco,6/2010,148112.6885673683
10628,Médio São Francisco,6/2010,433513.7021392233
10629,Alto São Francisco,6/2010,129976.39971469795
10626,Baixo São Francisco,7/2010,28775.31134494282
10627,Submédio São Francisco,7/2010,150043.07974837002
10628,Médio São Francisco,7/2010,424316.9278082076
10629,Alto São Francisco,7/2010,128338.63927103773
10626,Baixo São Francisco,8/2010,28572.19101129815
10627,Submédio São Francisco,8/2010,147247.17977469522
10628,Médio São Francisco,8/2010,423977.4981517534
10629,Alto São Francisco,8/2010,127806.55527385892
10626,Baixo São Francisco,9/2010,29305.275200075583
10627,Submédio São Francisco,9/2010,146637.26262045294
10628,Médio São Francisco,9/2010,406539.6482346262
10629,Alto São Francisco,9/2010,129959.5075398182
10626,Baixo São Francisco,10/2010,28585.079847545418
10627,Submédio São Francisco,10/2010,147955.5279797375
10628,Médio São Francisco,10/2010,395113.61975244153
10629,Alto São Francisco,10/2010,127441.2432710373
10626,Baixo São Francisco,11/2010,27911.04116017096
10627,Submédio São Francisco,11/2010,143884.76378553902
10628,Médio São Francisco,11/2010,371163.5314270762
10629,Alto São Francisco,11/2010,119158.67985804248
10626,Baixo São Francisco,12/2010,26066.028418947004
10627,Submédio São Francisco,12/2010,135658.42045940206
10628,Médio São Francisco,12/2010,371266.8082372956
10629,Alto São Francisco,12/2010,125301.50810674916
10626,Baixo São Francisco,1/2011,26028.788625203564
10627,Submédio São Francisco,1/2011,136593.8480918824
10628,Médio São Francisco,1/2011,417068.7924234672
10629,Alto São Francisco,1/2011,136880.69396185022
10626,Baixo São Francisco,2/2011,27167.828312219328
10627,Submédio São Francisco,2/2011,141330.1117247822
10628,Médio São Francisco,2/2011,434154.6421753004
10629,Alto São Francisco,2/2011,138289.2530292153
10626,Baixo São Francisco,3/2011,27352.705897166183
10627,Submédio São Francisco,3/2011,141919.60053318716
10628,Médio São Francisco,3/2011,434113.94064385176
10629,Alto São Francisco,3/2011,145875.8039442963
10626,Baixo São Francisco,4/2011,26458.60454141641
10627,Submédio São Francisco,4/2011,142703.38456357116
10628,Médio São Francisco,4/2011,447596.67893561686
10629,Alto São Francisco,4/2011,144953.53525574895
10626,Baixo São Francisco,5/2011,26855.962845349462
10627,Submédio São Francisco,5/2011,140861.89208737173
10628,Médio São Francisco,5/2011,442508.6985490671
10629,Alto São Francisco,5/2011,142713.3264486506
10626,Baixo São Francisco,6/2011,25787.93106044143
10627,Submédio São Francisco,6/2011,145018.16117956457
10628,Médio São Francisco,6/2011,436132.3522664928
10629,Alto São Francisco,6/2011,142616.6363143099
10626,Baixo São Francisco,7/2011,25975.152006974648
10627,Submédio São Francisco,7/2011,146377.15200929053
10628,Médio São Francisco,7/2011,427202.1663622912
10629,Alto São Francisco,7/2011,139982.71275170083
10626,Baixo São Francisco,8/2011,27895.56349897697
10627,Submédio São Francisco,8/2011,146503.23498318714
10628,Médio São Francisco,8/2011,416117.1408862901
10629,Alto São Francisco,8/2011,134494.78754398576
10626,Baixo São Francisco,9/2011,26601.17249836041
10627,Submédio São Francisco,9/2011,144747.12882865497
10628,Médio São Francisco,9/2011,403005.0183181999
10629,Alto São Francisco,9/2011,130636.06772987504
10626,Baixo São Francisco,10/2011,27149.16438616188
10627,Submédio São Francisco,10/2011,144084.85636853706
10628,Médio São Francisco,10/2011,364179.7499534575
10629,Alto São Francisco,10/2011,122290.32608790886
10626,Baixo São Francisco,11/2011,25650.342302733385
10627,Submédio São Francisco,11/2011,139499.8767854615
10628,Médio São Francisco,11/2011,342846.2501842421
10629,Alto São Francisco,11/2011,113798.1303340278
10626,Baixo São Francisco,12/2011,27026.45015663165
10627,Submédio São Francisco,12/2011,135381.3665850402
10628,Médio São Francisco,12/2011,355167.44534971245
10629,Alto São Francisco,12/2011,117394.76291357393
10626,Baixo São Francisco,1/2012,26296.83466185977
10627,Submédio São Francisco,1/2012,133094.90539675596
10628,Médio São Francisco,1/2012,393293.00150393485
10629,Alto São Francisco,1/2012,140954.48346229806
10626,Baixo São Francisco,2/2012,25538.7890640502
10627,Submédio São Francisco,2/2012,132145.04818124452
10628,Médio São Francisco,2/2012,437947.36649380304
10629,Alto São Francisco,2/2012,143593.63397528985
10626,Baixo São Francisco,3/2012,26108.38261245535
10627,Submédio São Francisco,3/2012,134591.03366066926
10628,Médio São Francisco,3/2012,436526.7508637266
10629,Alto São Francisco,3/2012,144013.06575948227
10626,Baixo São Francisco,4/2012,24284.58399205353
10627,Submédio São Francisco,4/2012,133731.98311666222
10628,Médio São Francisco,4/2012,431363.5893629637
10629,Alto São Francisco,4/2012,138138.6710421702
10626,Baixo São Francisco,5/2012,24872.813333131864
10627,Submédio São Francisco,5/2012,135218.30176285843
10628,Médio São Francisco,5/2012,416010.5610043431
10629,Alto São Francisco,5/2012,135384.34680957848
10626,Baixo São Francisco,6/2012,24799.02452715157
10627,Submédio São Francisco,6/2012,135805.39503906886
10628,Médio São Francisco,6/2012,406644.5089502492
10629,Alto São Francisco,6/2012,138312.42676396688
10626,Baixo São Francisco,7/2012,25027.414027418497
10627,Submédio São Francisco,7/2012,134149.2887447431
10628,Médio São Francisco,7/2012,395499.2341401916
10629,Alto São Francisco,7/2012,133836.52741381995
10626,Baixo São Francisco,8/2012,24518.299573923105
10627,Submédio São Francisco,8/2012,131124.41465360712
10628,Médio São Francisco,8/2012,391134.9646170865
10629,Alto São Francisco,8/2012,130572.03875845618
10626,Baixo São Francisco,9/2012,25316.712948421595
10627,Submédio São Francisco,9/2012,137038.99843362856
10628,Médio São Francisco,9/2012,382189.5403844133
10629,Alto São Francisco,9/2012,129567.26057958991
10626,Baixo São Francisco,10/2012,24267.090680472564
10627,Submédio São Francisco,10/2012,133488.51289828875
10628,Médio São Francisco,10/2012,352641.6108575043
10629,Alto São Francisco,10/2012,122534.42291754756
10626,Baixo São Francisco,11/2012,25370.55151147952
10627,Submédio São Francisco,11/2012,131234.44858197682
10628,Médio São Francisco,11/2012,325927.6346968983
10629,Alto São Francisco,11/2012,107785.13248582676
10626,Baixo São Francisco,12/2012,23287.87221973012
10627,Submédio São Francisco,12/2012,126642.5598897776
10628,Médio São Francisco,12/2012,331487.5736627998
10629,Alto São Francisco,12/2012,116221.65950302532
10626,Baixo São Francisco,1/2013,22500.938740984468
10627,Submédio São Francisco,1/2013,124629.95302768127
10628,Médio São Francisco,1/2013,340662.4949648177
10629,Alto São Francisco,1/2013,108829.13981313175
10626,Baixo São Francisco,2/2013,22767.568946237578
10627,Submédio São Francisco,2/2013,125427.97795116976
10628,Médio São Francisco,2/2013,351107.078847399
10629,Alto São Francisco,2/2013,113959.64537587068
10626,Baixo São Francisco,3/2013,22634.87898279276
10627,Submédio São Francisco,3/2013,122508.0084524764
10628,Médio São Francisco,3/2013,362745.59081583726
10629,Alto São Francisco,3/2013,114423.79031905618
10626,Baixo São Francisco,4/2013,22126.07224121201
10627,Submédio São Francisco,4/2013,123626.41508850997
10628,Médio São Francisco,4/2013,367692.4278811873
10629,Alto São Francisco,4/2013,115841.53728508228
10626,Baixo São Francisco,5/2013,20956.987285868832
10627,Submédio São Francisco,5/2013,123329.56622021976
10628,Médio São Francisco,5/2013,363626.5650287366
10629,Alto São Francisco,5/2013,113297.94287052342
10626,Baixo São Francisco,6/2013,22010.970813025466
10627,Submédio São Francisco,6/2013,122944.74370636782
10628,Médio São Francisco,6/2013,361623.3917356011
10629,Alto São Francisco,6/2013,112093.1079902242
10626,Baixo São Francisco,7/2013,22326.664860476478
10627,Submédio São Francisco,7/2013,123078.34638682113
10628,Médio São Francisco,7/2013,354905.7572595157
10629,Alto São Francisco,7/2013,108795.4500479764
10626,Baixo São Francisco,8/2013,21946.281281559917
10627,Submédio São Francisco,8/2013,121589.76215229636
10628,Médio São Francisco,8/2013,352353.12141065847
10629,Alto São Francisco,8/2013,106681.02583315402
10626,Baixo São Francisco,9/2013,22402.884450190857
10627,Submédio São Francisco,9/2013,121987.14855204476
10628,Médio São Francisco,9/2013,347560.1303143837
10629,Alto São Francisco,9/2013,107718.08372727812
10626,Baixo São Francisco,10/2013,22616.189601566697
10627,Submédio São Francisco,10/2013,121192.99952742194
10628,Médio São Francisco,10/2013,330199.0458171343
10629,Alto São Francisco,10/2013,105314.26719850482
10626,Baixo São Francisco,11/2013,22279.040745318485
10627,Submédio São Francisco,11/2013,121467.88057355548
10628,Médio São Francisco,11/2013,316939.98332960537
10629,Alto São Francisco,11/2013,101358.67553549354
10626,Baixo São Francisco,12/2013,21835.27097645922
10627,Submédio São Francisco,12/2013,121460.60890672868
10628,Médio São Francisco,12/2013,351487.26264845213
10629,Alto São Francisco,12/2013,106196.36232003522
10626,Baixo São Francisco,1/2014,21560.747063090515
10627,Submédio São Francisco,1/2014,123117.15704533052
10628,Médio São Francisco,1/2014,369751.7586448585
10629,Alto São Francisco,1/2014,94944.46677230723
10626,Baixo São Francisco,2/2014,20300.561540689643
10627,Submédio São Francisco,2/2014,122141.63242218705
10628,Médio São Francisco,2/2014,377367.1290437282
10629,Alto São Francisco,2/2014,93565.60555866276
10626,Baixo São Francisco,3/2014,21317.52650577098
10627,Submédio São Francisco,3/2014,122724.80177264746
10628,Médio São Francisco,3/2014,382813.0632022252
10629,Alto São Francisco,3/2014,93206.48891554156
10626,Baixo São Francisco,4/2014,21464.50821434053
10627,Submédio São Francisco,4/2014,123256.49436055344
10628,Médio São Francisco,4/2014,382886.41381913633
10629,Alto São Francisco,4/2014,92253.39941412276
10626,Baixo São Francisco,5/2014,20180.657899342536
10627,Submédio São Francisco,5/2014,121516.82764251904
10628,Médio São Francisco,5/2014,377693.152706627
10629,Alto São Francisco,5/2014,91129.02900965088
10626,Baixo São Francisco,6/2014,21402.106652603063
10627,Submédio São Francisco,6/2014,122907.16434118272
10628,Médio São Francisco,6/2014,373275.1863200218
10629,Alto São Francisco,6/2014,90699.42781111614
10626,Baixo São Francisco,7/2014,21272.13698349708
10627,Submédio São Francisco,7/2014,121192.05904235702
10628,Médio São Francisco,7/2014,363939.18258880393
10629,Alto São Francisco,7/2014,90403.17734586413
10626,Baixo São Francisco,8/2014,20891.518831991307
10627,Submédio São Francisco,8/2014,121005.67814243838
10628,Médio São Francisco,8/2014,357515.303304413
10629,Alto São Francisco,8/2014,89836.08150855373
10626,Baixo São Francisco,9/2014,21390.331503974117
10627,Submédio São Francisco,9/2014,119724.63830729098
10628,Médio São Francisco,9/2014,351342.7126618112
10629,Alto São Francisco,9/2014,90778.1401091794
10626,Baixo São Francisco,10/2014,21506.075014585414
10627,Submédio São Francisco,10/2014,118605.12480290436
10628,Médio São Francisco,10/2014,328762.2341991983
10629,Alto São Francisco,10/2014,90889.31674383156
10626,Baixo São Francisco,11/2014,21401.727820530134
10627,Submédio São Francisco,11/2014,117858.77444643735
10628,Médio São Francisco,11/2014,311693.7122212373
10629,Alto São Francisco,11/2014,90652.19704256908
10626,Baixo São Francisco,12/2014,21002.401691936266
10627,Submédio São Francisco,12/2014,118564.064705221
10628,Médio São Francisco,12/2014,327145.84617243364
10629,Alto São Francisco,12/2014,91168.46064610238
10626,Baixo São Francisco,1/2015,20596.960107059087
10627,Submédio São Francisco,1/2015,115676.43896995355
10628,Médio São Francisco,1/2015,303023.3919882166
10629,Alto São Francisco,1/2015,94503.7832662587
10626,Baixo São Francisco,2/2015,19410.37016439398
10627,Submédio São Francisco,2/2015,116506.89785054572
10628,Médio São Francisco,2/2015,302312.84190992534
10629,Alto São Francisco,2/2015,94379.19438443272
10626,Baixo São Francisco,3/2015,20583.131792046544
10627,Submédio São Francisco,3/2015,116527.13823731468
10628,Médio São Francisco,3/2015,304700.4365978324
10629,Alto São Francisco,3/2015,95177.78803830872
10626,Baixo São Francisco,4/2015,20346.267488275105
10627,Submédio São Francisco,4/2015,116633.5238705096
10628,Médio São Francisco,4/2015,303751.66290886106
10629,Alto São Francisco,4/2015,95885.53050756312
10626,Baixo São Francisco,5/2015,20324.090075214524
10627,Submédio São Francisco,5/2015,116087.71853196502
10628,Médio São Francisco,5/2015,302790.68767178344
10629,Alto São Francisco,5/2015,96702.24242023204
10626,Baixo São Francisco,6/2015,20386.02651880934
10627,Submédio São Francisco,6/2015,116346.88450783184
10628,Médio São Francisco,6/2015,299888.5967683833
10629,Alto São Francisco,6/2015,95138.62432408854
10626,Baixo São Francisco,7/2015,20008.93150139757
10627,Submédio São Francisco,7/2015,116180.4828489226
10628,Médio São Francisco,7/2015,297508.7251494817
10629,Alto São Francisco,7/2015,95045.00944233753
10626,Baixo São Francisco,8/2015,20161.3239742324
10627,Submédio São Francisco,8/2015,115666.5192058616
10628,Médio São Francisco,8/2015,294893.5840753994
10629,Alto São Francisco,8/2015,93954.6336568757
10626,Baixo São Francisco,9/2015,20502.03434820163
10627,Submédio São Francisco,9/2015,115454.04413786
10628,Médio São Francisco,9/2015,293707.486142946
10629,Alto São Francisco,9/2015,94693.45069978344
10626,Baixo São Francisco,10/2015,20590.6859278989
10627,Submédio São Francisco,10/2015,114801.63308175276
10628,Médio São Francisco,10/2015,291059.7494401719
10629,Alto São Francisco,10/2015,94066.36798910884
10626,Baixo São Francisco,11/2015,20398.48507045894
10627,Submédio São Francisco,11/2015,114321.09290434852
10628,Médio São Francisco,11/2015,291282.65148239816
10629,Alto São Francisco,11/2015,94036.10611066014
10626,Baixo São Francisco,12/2015,20351.77930395081
10627,Submédio São Francisco,12/2015,114524.6803088752
10628,Médio São Francisco,12/2015,297385.4023455347
10629,Alto São Francisco,12/2015,94376.3055380165
10626,Baixo São Francisco,1/2016,19799.411311399323
10627,Submédio São Francisco,1/2016,115510.67151755904
10628,Médio São Francisco,1/2016,306587.3072086433
10629,Alto São Francisco,1/2016,95847.96039273228
10626,Baixo São Francisco,2/2016,19500.637210206733
10627,Submédio São Francisco,2/2016,118309.51270838991
10628,Médio São Francisco,2/2016,325400.00638236565
10629,Alto São Francisco,2/2016,96849.80373425545
10626,Baixo São Francisco,3/2016,19850.294428035304
10627,Submédio São Francisco,3/2016,119645.76721099422
10628,Médio São Francisco,3/2016,328971.0740328006
10629,Alto São Francisco,3/2016,97670.59510820004
10626,Baixo São Francisco,4/2016,19723.02735985964
10627,Submédio São Francisco,4/2016,118486.02226489362
10628,Médio São Francisco,4/2016,326357.70246996084
10629,Alto São Francisco,4/2016,98100.64593503144
10626,Baixo São Francisco,5/2016,19541.98958653301
10627,Submédio São Francisco,5/2016,118443.2768975085
10628,Médio São Francisco,5/2016,319076.28203001025
10629,Alto São Francisco,5/2016,97704.70559009952
10626,Baixo São Francisco,6/2016,19743.84681526539
10627,Submédio São Francisco,6/2016,117517.68569988658
10628,Médio São Francisco,6/2016,313321.76202812284
10629,Alto São Francisco,6/2016,96817.09436676383
10626,Baixo São Francisco,7/2016,19269.841545943946
10627,Submédio São Francisco,7/2016,118096.70979270167
10628,Médio São Francisco,7/2016,309949.6903360527
10629,Alto São Francisco,7/2016,95850.61015272875
10626,Baixo São Francisco,8/2016,19333.806959268622
10627,Submédio São Francisco,8/2016,117315.4814106045
10628,Médio São Francisco,8/2016,305406.591862425
10629,Alto São Francisco,8/2016,94518.40497359636
10626,Baixo São Francisco,9/2016,19578.39801910999
10627,Submédio São Francisco,9/2016,116114.34021584522
10628,Médio São Francisco,9/2016,303233.5988293173
10629,Alto São Francisco,9/2016,95003.56583446651
10626,Baixo São Francisco,10/2016,19679.84169321185
10627,Submédio São Francisco,10/2016,115369.64191087062
10628,Médio São Francisco,10/2016,298472.93943792017
10629,Alto São Francisco,10/2016,94888.11907391596
10626,Baixo São Francisco,11/2016,19594.171942627578
10627,Submédio São Francisco,11/2016,114789.61725658896
10628,Médio São Francisco,11/2016,299458.7062911342
10629,Alto São Francisco,11/2016,94427.52137383026
10626,Baixo São Francisco,12/2016,19543.05625645637
10627,Submédio São Francisco,12/2016,114384.70169512516
10628,Médio São Francisco,12/2016,303496.838653766
10629,Alto São Francisco,12/2016,95746.15653231724
10626,Baixo São Francisco,1/2017,19396.99799090081
10627,Submédio São Francisco,1/2017,113389.30264697924
10628,Médio São Francisco,1/2017,292412.1857113068
10629,Alto São Francisco,1/2017,92886.5994952746
10626,Baixo São Francisco,2/2017,19221.6788729618
10627,Submédio São Francisco,2/2017,114832.6316305906
10628,Médio São Francisco,2/2017,296360.42519660667
10629,Alto São Francisco,2/2017,92683.58902235156
10626,Baixo São Francisco,3/2017,19456.46246149109
10627,Submédio São Francisco,3/2017,114359.64827073604
10628,Médio São Francisco,3/2017,295987.10716490843
10629,Alto São Francisco,3/2017,94446.79145099336
10626,Baixo São Francisco,4/2017,19438.147008181317
10627,Submédio São Francisco,4/2017,114345.05952810116
10628,Médio São Francisco,4/2017,294975.3297628579
10629,Alto São Francisco,4/2017,93865.7238615603
10626,Baixo São Francisco,5/2017,19532.847516852944
10627,Submédio São Francisco,5/2017,115532.26804638136
10628,Médio São Francisco,5/2017,292729.6922393313
10629,Alto São Francisco,5/2017,93595.54342285238
10626,Baixo São Francisco,6/2017,20164.364072294054
10627,Submédio São Francisco,6/2017,115268.7786695327
10628,Médio São Francisco,6/2017,291957.57818831
10629,Alto São Francisco,6/2017,92267.25754933992
10626,Baixo São Francisco,7/2017,20359.810952995325
10627,Submédio São Francisco,7/2017,114655.7672597378
10628,Médio São Francisco,7/2017,289963.72925915534
10629,Alto São Francisco,7/2017,91857.13783002566
10626,Baixo São Francisco,8/2017,20059.57581698188
10627,Submédio São Francisco,8/2017,114764.88967966096
10628,Médio São Francisco,8/2017,286962.21419691155
10629,Alto São Francisco,8/2017,91267.89160180342
10626,Baixo São Francisco,9/2017,19902.870462739767
10627,Submédio São Francisco,9/2017,113789.43023355251
10628,Médio São Francisco,9/2017,285693.7475165101
10629,Alto São Francisco,9/2017,91732.82793168364
10626,Baixo São Francisco,10/2017,20523.04519993577
10627,Submédio São Francisco,10/2017,113530.36116836578
10628,Médio São Francisco,10/2017,283911.0430229727
10629,Alto São Francisco,10/2017,91157.82614908554
10626,Baixo São Francisco,11/2017,20173.10225170385
10627,Submédio São Francisco,11/2017,113668.5127753099
10628,Médio São Francisco,11/2017,285337.80497643305
10629,Alto São Francisco,11/2017,91258.56034492276
10626,Baixo São Francisco,12/2017,20511.7619894743
10627,Submédio São Francisco,12/2017,113623.72768441756
10628,Médio São Francisco,12/2017,291437.44117323693
10629,Alto São Francisco,12/2017,92230.39834309218
10626,Baixo São Francisco,1/2018,19667.31676690245
10627,Submédio São Francisco,1/2018,115135.8420741173
10628,Médio São Francisco,1/2018,314170.2438442171
10629,Alto São Francisco,1/2018,104108.09590009852
10626,Baixo São Francisco,2/2018,19889.289397068453
10627,Submédio São Francisco,2/2018,118880.82293243616
10628,Médio São Francisco,2/2018,316605.02731190086
10629,Alto São Francisco,2/2018,105170.87537822998
10626,Baixo São Francisco,3/2018,19596.124932257622
10627,Submédio São Francisco,3/2018,120658.85996610236
10628,Médio São Francisco,3/2018,322830.7656257192
10629,Alto São Francisco,3/2018,106913.62342084704
10626,Baixo São Francisco,4/2018,19235.926818909225
10627,Submédio São Francisco,4/2018,121662.4697463894
10628,Médio São Francisco,4/2018,324882.2344344285
10629,Alto São Francisco,4/2018,106689.16910644493
10626,Baixo São Francisco,5/2018,19901.361955758635
10627,Submédio São Francisco,5/2018,122551.97359946147
10628,Médio São Francisco,5/2018,321150.4893901279
10629,Alto São Francisco,5/2018,106469.03176474656
10626,Baixo São Francisco,6/2018,19285.53321394123
10627,Submédio São Francisco,6/2018,122485.15614587964
10628,Médio São Francisco,6/2018,319275.9631456477
10629,Alto São Francisco,6/2018,104272.73615240266
10626,Baixo São Francisco,7/2018,19535.474075897404
10627,Submédio São Francisco,7/2018,122637.2177801262
10628,Médio São Francisco,7/2018,314752.7243377451
10629,Alto São Francisco,7/2018,102400.70311559436
10626,Baixo São Francisco,8/2018,19572.910318253253
10627,Submédio São Francisco,8/2018,121135.02705571069
10628,Médio São Francisco,8/2018,310254.7987816664
10629,Alto São Francisco,8/2018,101891.09313973627
10626,Baixo São Francisco,9/2018,19743.435753156715
10627,Submédio São Francisco,9/2018,119817.46188587656
10628,Médio São Francisco,9/2018,307610.14674850734
10629,Alto São Francisco,9/2018,102013.2705837198
10626,Baixo São Francisco,10/2018,19847.964318551843
10627,Submédio São Francisco,10/2018,118364.14184456624
10628,Médio São Francisco,10/2018,301094.301570944
10629,Alto São Francisco,10/2018,101647.92083869684
10626,Baixo São Francisco,11/2018,19542.88117292115
10627,Submédio São Francisco,11/2018,117718.56914102312
10628,Médio São Francisco,11/2018,297475.7888906975
10629,Alto São Francisco,11/2018,103020.41364897243
10626,Baixo São Francisco,12/2018,19912.773619757667
10627,Submédio São Francisco,12/2018,117270.75864718691
10628,Médio São Francisco,12/2018,315463.4010781276
10629,Alto São Francisco,12/2018,107628.2655127885
10626,Baixo São Francisco,1/2019,19140.226039195488
10627,Submédio São Francisco,1/2019,115589.41975748634
10628,Médio São Francisco,1/2019,319082.2158499698
10629,Alto São Francisco,1/2019,110828.31185637924
10626,Baixo São Francisco,2/2019,19289.53919722412
10627,Submédio São Francisco,2/2019,119061.96234155238
10628,Médio São Francisco,2/2019,318304.1211558831
10629,Alto São Francisco,2/2019,113995.10189465588
10626,Baixo São Francisco,3/2019,19122.94995366152
10627,Submédio São Francisco,3/2019,117458.03499063144
10628,Médio São Francisco,3/2019,324816.63801476225
10629,Alto São Francisco,3/2019,119427.40282752352
10626,Baixo São Francisco,4/2019,19088.408907336227
